flat,sequence,file,jd,target_rate,dn_rate,ensemble_rate,diff_flux,check_diff_flux,n_comps,good,reject_reason,minutes_combined,diff_flux_norm,check_diff_flux_norm,v_resid,dn_resid,v_corr_norm,correction_mode
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0014_flat_4s_masked_clipmean_cal.fits,2461181.674675,156384.59091186523,233228.5250854492,1006.062105178833,155.4422834404115,231.8231885336657,7,True,ok,3.5864996910095215,0.9834587501349179,1.0079299822679142,-0.016541249865082097,0.007929982267914193,0.9810182965663328,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0015_flat_4s_masked_clipmean_cal.fits,2461181.6748667825,170887.0870361328,251040.310546875,1075.4691185951233,158.89539186337703,233.42400651615824,8,True,ok,3.8626666367053986,1.0053060211513134,1.0148900816907274,0.0053060211513134,0.014890081690727364,1.000723595646317,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0016_flat_4s_masked_clipmean_cal.fits,2461181.675058449,185428.77694702148,274756.6262664795,1168.832789182663,158.6444003480493,235.06923215134157,8,True,ok,4.138666614890099,1.0037180375184473,1.0220432584535266,0.003718037518447348,0.022043258453526615,0.996934220488513,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0017_flat_4s_masked_clipmean_cal.fits,2461181.6752502313,209428.5072631836,298863.6688156128,1332.9426202774048,157.11742131825486,224.2134539545407,8,True,ok,4.414832890033722,0.9940570826296861,0.9748440787915795,-0.005942917370313938,-0.025155921208420473,1.0017988222212784,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0018_flat_4s_masked_clipmean_cal.fits,2461181.67544213,127863.46214294434,188454.5936279297,820.2137484550476,155.89041561884034,229.76278315610077,8,True,ok,4.691166803240776,0.986294011573044,0.9989716706822198,-0.013705988426956028,-0.0010283293177801855,0.9866104801184292,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0019_flat_4s_masked_clipmean_cal.fits,2461181.6756346063,219911.68732833865,322910.7644042969,1386.7233595848083,158.58367554591513,232.85881944108732,8,True,ok,4.968332871794701,1.0033338412966262,1.0124327390833825,0.003333841296626172,0.012432739083382494,0.9995076634518036,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0020_flat_4s_masked_clipmean_cal.fits,2461181.6758256946,196515.3620758057,287903.07761764526,1220.0930285453796,161.06588389419403,235.96813593869095,8,True,ok,5.2435000240802765,1.0190383810508215,1.0259515477155907,0.01903838105082145,0.025951547715590717,1.0110517872485782,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0021_flat_4s_masked_clipmean_cal.fits,2461181.676017361,203667.4568977356,295586.02687072754,1271.5428156852722,160.17349505291585,232.4625039947455,8,True,ok,5.5195000022649765,1.0133923779488778,1.010709623189194,0.01339237794887782,0.010709623189194106,1.0100964893519988,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0022_flat_4s_masked_clipmean_cal.fits,2461181.676209028,208445.83959198,297949.4380645752,1307.1500074863434,159.46589021777422,227.9382139449577,8,True,ok,5.7954999804496765,1.0089154740373074,0.9910387368619823,0.008915474037307414,-0.008961263138017705,1.0116733044920732,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0023_flat_4s_masked_clipmean_cal.fits,2461181.6764001157,220469.37432289124,325938.15519714355,1398.7824001312256,157.61520469674775,233.0156249939704,8,True,ok,6.070666462182999,0.9972064793601981,1.0131145044371275,-0.002793520639801872,0.013114504437127472,0.993170488096597,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0024_flat_4s_masked_clipmean_cal.fits,2461181.6765917824,158857.6625366211,227893.61166381836,981.578582763672,161.83896564791715,232.17052171429333,8,True,ok,6.346666440367699,1.0239295470736116,1.0094401311395842,0.023929547073611612,0.009440131139584196,1.0210243448992353,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0025_flat_4s_masked_clipmean_cal.fits,2461181.676783449,219228.3834991455,335357.6691894531,1479.7249131202698,148.15482361303393,226.63514428657575,8,True,ok,6.622666418552399,0.9373521440373653,0.9853731993203139,-0.06264785596263467,-0.014626800679686136,0.9418535447605617,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0026_flat_4s_masked_clipmean_cal.fits,2461181.676976158,226982.70991897583,329522.82207489014,1418.9236516952517,159.96823341959904,232.23435713485677,8,True,ok,6.900166422128677,1.0120937200490805,1.0097176772932868,0.012093720049080492,0.009717677293286764,1.0091031029925055,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0027_flat_4s_masked_clipmean_cal.fits,2461181.6771674766,197371.10391235352,289579.32946014404,1254.8105492591858,157.29155610691777,230.77533866056967,8,True,ok,7.1756661683321,0.9951588059048662,1.003374099352622,-0.004841194095133838,0.0033740993526218954,0.9941204261799601,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0028_flat_4s_masked_clipmean_cal.fits,2461181.677359375,172902.55792236328,249075.0163192749,1060.222002506256,163.081465498395,234.92722819417736,8,True,ok,7.452000081539154,1.03179064717423,1.0214258480601495,0.03179064717422997,0.021425848060149466,1.0251968383116399,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0029_flat_4s_masked_clipmean_cal.fits,2461181.677550463,224344.9855861664,334286.1472167969,1436.3695850372314,156.18890007361946,232.72989813978273,8,True,ok,7.727166563272476,0.9881824755246451,1.0118722099760062,-0.01181752447535489,0.011872209976006243,0.9845288006204568,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0030_flat_4s_masked_clipmean_cal.fits,2461181.677741667,193324.3642578125,275745.42251968384,1204.7265844345093,160.47156820114307,228.8863100411426,8,True,ok,8.002500012516975,1.0152782396289572,0.995160906380314,0.015278239628957246,-0.004839093619686041,1.0167674716214,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0031_flat_4s_masked_clipmean_cal.fits,2461181.6779328706,207392.67846679688,303519.0845336914,1303.153425693512,159.14678531150443,232.91124325761157,8,True,ok,8.277833461761475,1.0068965477494527,1.0126606694159517,0.006896547749452697,0.012660669415951675,1.0030002243009308,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0032_flat_4s_masked_clipmean_cal.fits,2461181.6781244213,152334.32664489746,232142.7776184082,994.2055444717408,153.2221656698148,233.495758406532,8,True,ok,8.553666472434998,0.9694124160262174,1.0152020473834156,-0.030587583973782584,0.015202047383415573,0.9647339830192776,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0033_flat_4s_masked_clipmean_cal.fits,2461181.678316204,216758.5718269348,312832.36933898926,1394.0674238204956,155.48643352765507,224.4026106582851,8,True,ok,8.829833418130875,0.9837380807562771,0.9756665017521854,-0.01626191924372289,-0.02433349824781461,0.9912267195235186,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0034_flat_4s_masked_clipmean_cal.fits,2461181.6785078705,197630.8365783691,291685.65629577637,1265.3089656829834,156.19176180553873,230.52524261402945,8,True,ok,9.105833396315576,0.988200581250026,1.0022867219192035,-0.011799418749974033,0.002286721919203538,0.9874968421394529,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0035_flat_4s_masked_clipmean_cal.fits,2461181.678699537,216133.21784210205,316122.6046600342,1385.486701965332,155.99804569434994,228.167187899826,8,True,ok,9.381833374500276,0.9869749700432544,0.9920342788339913,-0.013025029956745593,-0.007965721166008688,0.9894264222646039,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0036_flat_4s_masked_clipmean_cal.fits,2461181.6788909724,213413.45834350583,308731.1418647766,1358.4311621189115,157.1028877242618,227.27036192486247,8,True,ok,9.657500088214874,0.9939651308784184,0.9881350235663884,-0.006034869121581576,-0.011864976433611618,0.9976165796585432,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0037_flat_4s_masked_clipmean_cal.fits,2461181.67908206,216471.18631744385,317581.088760376,1395.3468914031982,155.13789986643008,227.6000976653253,8,True,ok,9.932666569948196,0.9815329633888417,0.989568661595181,-0.01846703661115834,-0.010431338404819024,0.9847432097897906,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0038_flat_4s_masked_clipmean_cal.fits,2461181.6792738424,178995.67594909668,260655.8795928955,1148.4233541488647,155.86210024591185,226.9684595417135,8,True,ok,10.20883284509182,0.9861148646855078,0.9868224005038779,-0.013885135314492203,-0.013177599496122072,0.9901702734656532,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0040_flat_4s_masked_clipmean_cal.fits,2461181.679657176,213097.106962204,307401.1438064575,1347.6099271774292,158.1296654652405,228.10839962444447,8,True,ok,10.760833472013474,1.0004613913003542,0.9917786768567358,0.00046139130035416365,-0.008221323143264181,1.0029915050793787,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0041_flat_4s_masked_clipmean_cal.fits,2461181.679848843,198996.35833740231,290201.90270233154,1229.6368045806885,161.83344349818887,236.00619436671113,8,True,ok,11.036833450198174,1.0238946093053956,1.026117019646687,0.023894609305395553,0.02611701964668689,1.0158570914845229,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0042_flat_4s_masked_clipmean_cal.fits,2461181.6800405094,197020.2897644043,278479.1510543823,1231.738399028778,159.95303054589692,226.086278769877,8,True,ok,11.312833428382874,1.0119975338709144,0.9829868202267776,0.0119975338709144,-0.017013179773222364,1.0172333432192577,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0043_flat_4s_masked_clipmean_cal.fits,2461181.6802317128,192673.5735015869,282024.94689941406,1215.5467810630798,158.50774030521518,232.01488522947977,8,True,ok,11.58816620707512,1.0028534110349427,1.0087634487059993,0.0028534110349427433,0.008763448705999322,1.0001564580096878,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0044_flat_4s_masked_clipmean_cal.fits,2461181.6804236113,228766.79168701172,327912.1995010376,1419.4005918502808,161.17140784674422,231.0216026284608,8,True,ok,11.864500120282171,1.0197060144140697,1.004444815523682,0.019706014414069717,0.004444815523682033,1.0183381215815268,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0045_flat_4s_masked_clipmean_cal.fits,2461181.680614699,160814.879737854,235566.56146240231,1031.525024175644,155.90012454266073,228.36727751772992,8,True,ok,12.139666602015495,0.9863554383989643,0.9929042363490335,-0.013644561601035665,-0.007095763650966536,0.9885391610276901,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0046_flat_4s_masked_clipmean_cal.fits,2461181.6808056715,210694.01571655273,298508.0870895386,1303.8819780349731,161.5897905376996,228.93796533594843,8,True,ok,12.414666786789894,1.0223530555486835,0.9953854953039113,0.022353055548683498,-0.004614504696088706,1.0237731702566808,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0047_flat_4s_masked_clipmean_cal.fits,2461181.6809974536,217742.7058944702,311064.12197494507,1337.235268115997,162.8305138864931,232.61734818974435,8,True,ok,12.690833061933516,1.03020291600403,1.0113828608739428,0.030202916004030023,0.011382860873942802,1.0266998383801467,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0048_flat_4s_masked_clipmean_cal.fits,2461181.6811891203,143596.0371170044,205934.9126586914,908.4071941375732,158.0745265379939,226.6989010960031,7,True,ok,12.966833040118216,1.0001125360257563,0.9856504036854252,0.00011253602575633792,-0.014349596314574775,1.0045286270522589,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0049_flat_4s_masked_clipmean_cal.fits,2461181.68138044,215856.91638946533,317357.51794433594,1355.900894165039,159.19815181063774,234.05657397974065,8,True,ok,13.242333456873894,1.0072215354678415,1.0176403834029275,0.007221535467841544,0.017640383402927506,1.00179270408179,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0050_flat_4s_masked_clipmean_cal.fits,2461181.6815721067,233141.39982795715,334564.30126953125,1447.6162180900574,161.05193967469992,231.113949324874,8,True,ok,13.518333435058594,1.018950158178822,1.0048463241245558,0.018950158178822063,0.0048463241245557676,1.0174587009971148,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0051_flat_4s_masked_clipmean_cal.fits,2461181.6817636574,217683.95845031735,316519.06300354004,1385.6806499958038,157.0953296136282,228.42136317953097,8,True,ok,13.794166445732117,0.9939173119074629,0.9931393921178971,-0.006082688092537092,-0.006860607882102854,0.9960286653030797,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0052_flat_4s_masked_clipmean_cal.fits,2461181.681955324,205149.80350875857,310756.380859375,1323.043327331543,155.05902132663098,234.8799728926052,8,True,ok,14.070166423916817,0.9810339113391269,1.0212203896002907,-0.018966088660873126,0.021220389600290712,0.9745033323570861,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0053_flat_4s_masked_clipmean_cal.fits,2461181.682147222,216389.89889335632,310716.2125930786,1378.5164432525637,156.97302701938875,225.39898897393937,8,True,ok,14.346499666571615,0.9931435227311408,0.9799985946044226,-0.006856477268859185,-0.020001405395577376,0.999298959089663,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0054_flat_4s_masked_clipmean_cal.fits,2461181.6823388888,220513.1130142212,321895.33612060547,1399.0984990596771,157.61085667837276,230.07339107071357,8,True,ok,14.622499644756315,0.9971789701354107,1.0003221439970258,-0.0028210298645893195,0.0003221439970257922,0.9970798302583493,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0055_flat_4s_masked_clipmean_cal.fits,2461181.682530903,177444.05764770508,261946.8069458008,1121.909842967987,158.1624929667083,233.48293856913355,8,True,ok,14.898999854922296,1.0006690857117397,1.0151463087898631,0.0006690857117397364,0.015146308789863117,0.9960078062676891,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0057_flat_4s_masked_clipmean_cal.fits,2461181.682914352,197112.64293670657,294754.9790649414,1261.357482433319,156.27024509851972,233.68076312222095,8,True,ok,15.451166778802872,0.9886971326356155,1.0160064181669568,-0.011302867364384461,0.016006418166956804,0.9837711543652895,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0058_flat_4s_masked_clipmean_cal.fits,2461181.68310625,193807.4358139038,285616.69636154175,1260.6855835914612,153.73177764259196,226.55664511358364,8,True,ok,15.727500021457672,0.9726366504025307,0.9850318975267252,-0.027363349597469333,-0.014968102473274847,0.9772430868183665,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0059_flat_4s_masked_clipmean_cal.fits,2461181.683298148,232360.6802940369,335337.83615493774,1470.1092853546145,158.05673946069098,228.1040188614609,8,True,ok,16.003833264112473,1.0,0.9917596300030355,0.0,-0.008240369996964536,1.0025359754519154,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0060_flat_4s_masked_clipmean_cal.fits,2461181.683489236,201580.47198486328,281139.50845336914,1250.3708176612854,161.2165520320626,224.84490559306016,8,True,ok,16.278999745845795,1.01999163453677,0.977589529075659,0.01999163453677011,-0.02241047092434101,1.026888461275245,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0061_flat_4s_masked_clipmean_cal.fits,2461181.683680787,210161.60900497437,313086.3737792969,1324.1317057609558,158.71654465384023,236.44655015595407,8,True,ok,16.55483342707157,1.0041744831343515,1.028031615876903,0.0041744831343515365,0.02803161587690295,0.9955477479552841,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0062_flat_4s_masked_clipmean_cal.fits,2461181.683872454,218769.9807281494,324017.25996398926,1393.9096596240995,156.9470296856583,232.4521232253804,8,True,ok,16.83083340525627,0.9929790417111023,1.0106644892716241,-0.007020958288897705,0.010664489271624111,0.9896970430860387,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0063_flat_4s_masked_clipmean_cal.fits,2461181.6840641205,192421.9169921875,278226.38318634033,1210.0734360218048,159.01672680691766,229.92520528425752,8,True,ok,17.10683338344097,1.0060736881546606,0.9996778560029742,0.006073688154660584,-0.0003221439970257922,1.006172828031722,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0064_flat_4s_masked_clipmean_cal.fits,2461181.684255671,217219.9999694824,316938.8042602539,1371.9240131378174,158.3323842205111,231.017754063042,8,True,ok,17.382666394114494,1.001743960812811,1.0044280825794978,0.0017439608128109185,0.004428082579497783,1.0003812175470599,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0065_flat_4s_masked_clipmean_cal.fits,2461181.684446991,211173.34442138672,313320.77685546875,1339.8989334106443,157.60393501012476,233.83911207237597,8,True,ok,17.65816681087017,0.9971351778348001,1.0166948939640994,-0.0028648221651998984,0.0166948939640994,0.9919973210054489,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0066_flat_4s_masked_clipmean_cal.fits,2461181.684639352,184161.2387542725,267216.844329834,1157.9638152122498,159.03885452631047,230.76441665912876,8,True,ok,17.935166582465172,1.006213686736615,1.003326612244933,0.006213686736614932,0.003326612244932914,1.005189921178236,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0067_flat_4s_masked_clipmean_cal.fits,2461181.6848310186,227211.8597755432,330381.0062637329,1456.257607460022,156.0244963608067,226.8698920927716,8,True,ok,18.211166560649872,0.9871423192277752,0.9863938450703487,-0.012857680772224822,-0.013606154929651337,0.9913296160250382,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0068_flat_4s_masked_clipmean_cal.fits,2461181.6850228007,226379.3798160553,331976.1142501831,1451.1266765594482,156.00249342310346,228.771284831785,8,True,ok,18.487332835793495,0.9870031101198414,0.9946607952483711,-0.012996889880158569,-0.0053392047516288565,0.9886462514093549,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0069_flat_4s_masked_clipmean_cal.fits,2461181.685213773,224690.1354141235,315908.9258117676,1436.951390504837,156.36585684028202,219.84663357386145,8,True,ok,18.762333020567898,0.9893020530084421,0.9558578452887735,-0.010697946991557905,-0.04414215471122651,1.0028868096132493,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0070_flat_4s_masked_clipmean_cal.fits,2461181.685405671,205245.20695495603,297915.87954330444,1301.0705852508545,157.75101618747573,228.97749201352084,8,True,ok,19.038666263222694,0.9980657371886931,0.9955573509481921,-0.0019342628113069305,-0.004442649051807912,0.9994329632890999,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0071_flat_4s_masked_clipmean_cal.fits,2461181.6855980325,234224.75929260257,344092.47021484375,1510.5431547164917,155.05995877129595,227.79386947036625,8,True,ok,19.31566670536995,0.9810398424033014,0.9904111502748264,-0.018960157596698557,-0.009588849725173598,0.9839908127510046,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0072_flat_4s_masked_clipmean_cal.fits,2461181.6857905095,221591.83047485352,315421.5119628906,1406.339241027832,157.56641357237655,224.28550861765245,8,True,ok,19.592833444476128,0.9968977856307331,0.9751573608914933,-0.0031022143692669424,-0.024842639108506703,1.0045431125958053,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0073_flat_4s_masked_clipmean_cal.fits,2461181.68598206,194830.45497131348,280644.05784606934,1229.226812839508,158.49837713941176,228.30941768816683,8,True,ok,19.86866645514965,1.0027941717653275,0.9926526711050454,0.00279417176532748,-0.007347328894954597,1.0050553136462888,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0075_flat_4s_masked_clipmean_cal.fits,2461181.686365625,226352.57012939453,315365.4030570984,1411.4148533344269,160.3728128513336,223.43919812949164,8,True,ok,20.42099967598915,1.0146534301450565,0.9714777388453959,0.01465343014505649,-0.0285222611546041,1.0234311615027307,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0076_flat_4s_masked_clipmean_cal.fits,2461181.686557176,180968.37633132935,270638.47875213623,1181.272159576416,153.19786796314705,229.1076417556328,8,True,ok,20.696833357214928,0.9692586882778742,0.9961232211188547,-0.030741311722125797,-0.0038767788811453485,0.970451767724393,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0077_flat_4s_masked_clipmean_cal.fits,2461181.6867488427,228749.4764289856,330089.6313934326,1430.8772540092468,159.86659637508455,230.69038973716152,8,True,ok,20.972833335399628,1.0114506785384099,1.0030047550803511,0.011450678538409864,0.0030047550803511403,1.0105259645843525,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0079_flat_4s_masked_clipmean_cal.fits,2461181.6871314817,216914.6134033203,309730.11586761475,1361.3712780475616,159.3353825669165,227.51333222764953,8,True,ok,21.523833498358727,1.0080897727650742,0.9891914194106903,0.008089772765074166,-0.010808580589309669,1.011416115520877,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0080_flat_4s_masked_clipmean_cal.fits,2461181.687323264,232215.00450897217,331812.0783920288,1465.9909391403198,158.40139137909455,226.33978801165625,8,True,ok,21.79999977350235,1.002180558194352,0.9840890376847788,0.0021805581943519226,-0.015910962315221155,1.0070771599079418,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0081_flat_4s_masked_clipmean_cal.fits,2461181.6875149305,214286.88164901733,310893.34129333496,1348.7114882469175,158.88266950817757,230.5113762302421,8,True,ok,22.07599975168705,1.0052255288215155,1.0022264331100759,0.005225528821515502,0.002226433110075865,1.0045403436035503,per_sequence_beta
flat_4s_masked_clipmean,V_8 generic,light_V_8s_2026_05_20-0082_flat_4s_masked_clipmean_cal.fits,2461181.687706597,205837.60920524597,299553.5930786133,1290.6600246429443,159.48243943031403,232.09333779550775,8,True,ok,22.35199972987175,1.009020178288428,1.0091045478599951,0.009020178288428049,0.009104547859995149,1.0062182519329075,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0001_flat_4s_masked_clipmean_cal.fits,2461181.689061574,213183.32125854492,315682.1022491455,1342.0599579811096,158.84783685763287,235.2220557448365,8,True,ok,24.303166642785072,1.001860863080357,1.0212039647598175,0.0018608630803569337,0.02120396475981745,0.9974754252947478,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0002_flat_4s_masked_clipmean_cal.fits,2461181.689252662,212790.1545791626,309838.4415588379,1323.7630190849304,160.7464111863895,234.05884368413464,8,True,ok,24.57833312451839,1.0138352616825557,1.0161539418591854,0.013835261682555666,0.016153941859185394,1.0104942776817685,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0003_flat_4s_masked_clipmean_cal.fits,2461181.68944375,207354.6053466797,300223.7621154785,1291.1156644821167,160.6011072833295,232.5304931033442,8,True,ok,24.853499606251717,1.0129188230541901,1.0095186896176216,0.01291882305419012,0.00951868961762159,1.010950152496988,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0004_flat_4s_masked_clipmean_cal.fits,2461181.6896349536,213364.7642211914,310756.8755722046,1355.3813123703003,157.42047073679777,229.2763466162528,8,True,ok,25.128833055496216,0.9928583970597893,0.9953909868220476,-0.007141602940210712,-0.00460901317795237,0.993811640510904,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0005_flat_4s_masked_clipmean_cal.fits,2461181.6898260415,194209.5655517578,283333.44190979004,1227.5313997268677,158.21148493225547,230.81563695465,8,True,ok,25.403999537229534,0.9978473612172323,1.0020737334357108,-0.002152638782767724,0.002073733435710823,0.9974184683630298,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0006_flat_4s_masked_clipmean_cal.fits,2461181.6900171298,216077.6523590088,317528.653011322,1385.3843216896057,155.9694656393122,229.19896525468553,8,True,ok,25.67916668951511,0.9837068388890364,0.9950550397826394,-0.016293161110963572,-0.004944960217360572,0.9847295634422597,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0007_flat_4s_masked_clipmean_cal.fits,2461181.6902081016,215673.02684020996,315157.4346923828,1384.4603991508484,155.78128993251948,227.6391833855869,8,True,ok,25.95416620373726,0.9825200057552175,0.9882833302852447,-0.017479994244782526,-0.011716669714755268,0.9849432660591566,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0008_flat_4s_masked_clipmean_cal.fits,2461181.690400463,222262.18292236328,318557.74507141113,1382.74866604805,160.73939420791297,230.3800776621696,8,True,ok,26.23116664588451,1.013791005265523,1.0001827760807107,0.013791005265523015,0.0001827760807107115,1.0137532032252097,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0009_flat_4s_masked_clipmean_cal.fits,2461181.690591667,197969.2242774963,298343.87981033325,1270.3869154453278,155.8338029702543,234.84489345968296,8,True,ok,26.506500095129013,0.9828512079821332,1.019566534886428,-0.017148792017866787,0.01956653488642801,0.9788044260526051,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0010_flat_4s_masked_clipmean_cal.fits,2461181.690783102,226189.14010238647,318337.32748794556,1422.5143485069275,159.0065789774246,223.78496766803983,8,True,ok,26.782166808843613,1.002862057180874,0.9715504590443425,0.002862057180873956,-0.02844954095565755,1.008746036583,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0011_flat_4s_masked_clipmean_cal.fits,2461181.690974884,191865.28337097168,284279.98361968994,1207.2715711593628,158.92470919920717,235.47310349293753,8,True,ok,27.058333083987236,1.0023457005953031,1.0222938751208717,0.0023457005953031462,0.022293875120871665,0.9977348458117676,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0012_flat_4s_masked_clipmean_cal.fits,2461181.691166551,219301.796875,305594.06830596924,1367.6404151916504,160.35047987688253,223.44621064970917,8,True,ok,27.334333062171936,1.011338104079971,0.9700797635812234,0.011338104079970934,-0.029920236418776613,1.0175262550617117,per_sequence_beta
flat_4s_masked_clipmean,V0399 named,light_V0399_V_8s_2026_05_20-0013_flat_4s_masked_clipmean_cal.fits,2461181.691357754,197647.93408966064,282007.0116920471,1243.1411488056185,158.9907423461578,226.8503556197082,8,True,ok,27.609666511416435,1.0027621747941629,0.9848586767616747,0.0027621747941628527,-0.015141323238325288,1.005893727397915,per_sequence_beta
