file,jd,minutes,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comps,n_sources,good,reject_reason,sequence,minutes_combined,diff_flux_norm
light_V_8s_2026_05_20-0035_flat_0p3_late_bias_cal.fits,2461181.678699537,9.381833374500276,155.99901465049854,93.29737787071184,216168.37565612793,1385.703468322754,8,27,True,ok,V_8 generic,9.381833374500275,0.9880740891434313
light_V_8s_2026_05_20-0036_flat_0p3_late_bias_cal.fits,2461181.6788909724,9.657500088214874,157.03048622436043,94.86872625568792,213440.9463691711,1359.2325382232666,8,24,True,ok,V_8 generic,9.657500088214874,0.9946072735876043
light_V_8s_2026_05_20-0037_flat_0p3_late_bias_cal.fits,2461181.67908206,9.932666569948196,155.07962076195068,95.961862256089,216479.81624603271,1395.9269127845764,8,28,True,ok,V_8 generic,9.932666569948196,0.9822507877525462
light_V_8s_2026_05_20-0038_flat_0p3_late_bias_cal.fits,2461181.6792738424,10.20883284509182,156.50109534282228,93.44932470305169,178990.2028274536,1143.6993615627289,8,24,True,ok,V_8 generic,10.20883284509182,0.9912541920681565
light_V_8s_2026_05_20-0039_flat_0p3_late_bias_cal.fits,2461181.6794653935,10.484666526317596,155.85783726665056,90.61312645561806,227040.60580444336,1456.7160034179688,8,28,True,ok,V_8 generic,10.484666526317596,0.9871798930149125
light_V_8s_2026_05_20-0040_flat_0p3_late_bias_cal.fits,2461181.679657176,10.760833472013474,157.96975864282385,96.19706498168745,213038.4981994629,1348.6030492782593,8,24,True,ok,V_8 generic,10.760833472013474,1.000556482570815
light_V_8s_2026_05_20-0041_flat_0p3_late_bias_cal.fits,2461181.679848843,11.036833450198174,161.68969194059136,103.03260313816412,198913.84814453125,1230.219723701477,8,24,True,ok,V_8 generic,11.036833450198174,1.0241179756552472
light_V_8s_2026_05_20-0042_flat_0p3_late_bias_cal.fits,2461181.6800405094,11.312833428382874,159.26632490110413,95.6028524808765,196983.48907470703,1236.8181986808777,8,27,True,ok,V_8 generic,11.312833428382874,1.0087687365234095
light_V_8s_2026_05_20-0043_flat_0p3_late_bias_cal.fits,2461181.6802317128,11.58816620707512,158.50223119323732,99.70255763402342,192641.7296447754,1215.3881254196167,8,25,True,ok,V_8 generic,11.588166207075119,1.0039290829133392
light_V_8s_2026_05_20-0044_flat_0p3_late_bias_cal.fits,2461181.6804236113,11.864500120282171,161.0378005558765,98.2282126650664,228688.0346069336,1420.0891580581665,8,27,True,ok,V_8 generic,11.864500120282173,1.0199889945356184
light_V_8s_2026_05_20-0045_flat_0p3_late_bias_cal.fits,2461181.680614699,12.139666602015495,156.60698856487298,97.23487487144452,160770.29280090332,1026.5844089984894,8,24,True,ok,V_8 generic,12.139666602015495,0.9919249036694997
light_V_8s_2026_05_20-0046_flat_0p3_late_bias_cal.fits,2461181.6808056715,12.414666786789894,161.71712569228796,98.51495478046704,210633.095703125,1302.4786014556885,8,27,True,ok,V_8 generic,12.414666786789894,1.024291736875984
light_V_8s_2026_05_20-0047_flat_0p3_late_bias_cal.fits,2461181.6809974536,12.690833061933516,163.22214842396264,101.21620947122182,217711.7915153503,1333.8373107910156,8,29,True,ok,V_8 generic,12.690833061933517,1.0338243225020616
light_V_8s_2026_05_20-0048_flat_0p3_late_bias_cal.fits,2461181.6811891203,12.966833040118216,158.16377834122997,86.5254692226739,143570.20705413818,907.7312679290771,7,17,True,ok,V_8 generic,12.966833040118217,1.0017853739020073
light_V_8s_2026_05_20-0049_flat_0p3_late_bias_cal.fits,2461181.68138044,13.242333456873894,159.113619369923,96.65685604541032,215837.9758834839,1356.502207279205,8,27,True,ok,V_8 generic,13.242333456873894,1.0078015228588424
light_V_8s_2026_05_20-0050_flat_0p3_late_bias_cal.fits,2461181.6815721067,13.518333435058594,161.01192840239025,95.07318740763804,233171.63018798828,1448.163701295853,8,28,True,ok,V_8 generic,13.518333435058594,1.0198251242410057
light_V_8s_2026_05_20-0051_flat_0p3_late_bias_cal.fits,2461181.6817636574,13.794166445732117,157.1022450923358,96.2914048085831,217706.64297485352,1385.7640471458435,8,28,True,ok,V_8 generic,13.794166445732117,0.995061783369423
light_V_8s_2026_05_20-0052_flat_0p3_late_bias_cal.fits,2461181.681955324,14.070166423916817,155.01010200909602,97.10507448620594,205164.5902290344,1323.556255817413,8,25,True,ok,V_8 generic,14.070166423916817,0.9818104665200106
light_V_8s_2026_05_20-0053_flat_0p3_late_bias_cal.fits,2461181.682147222,14.346499666571615,156.93818949370612,94.14867420267512,216429.93557929993,1379.0775609016418,8,26,True,ok,V_8 generic,14.346499666571617,0.9940226800997768
light_V_8s_2026_05_20-0054_flat_0p3_late_bias_cal.fits,2461181.6823388888,14.622499644756315,157.48033783474418,95.428998871142,220528.567987442,1400.3562033176422,8,27,True,ok,V_8 generic,14.622499644756317,0.997456565432014
light_V_8s_2026_05_20-0055_flat_0p3_late_bias_cal.fits,2461181.682530903,14.898999854922296,157.98987231255813,97.36023096431876,177449.37664031982,1123.1693148612976,8,24,True,ok,V_8 generic,14.898999854922295,1.000683879503075
light_V_8s_2026_05_20-0056_flat_0p3_late_bias_cal.fits,2461181.6827226854,15.175166800618172,158.3041114571799,95.17562786911026,245853.3204345703,1553.0444419384005,8,28,True,ok,V_8 generic,15.175166800618172,1.0026742225657603
light_V_8s_2026_05_20-0057_flat_0p3_late_bias_cal.fits,2461181.682914352,15.451166778802872,156.19810241715544,93.96226035368994,197210.2832183838,1262.5651667118073,8,25,True,ok,V_8 generic,15.451166778802872,0.9893350808499485
light_V_8s_2026_05_20-0058_flat_0p3_late_bias_cal.fits,2461181.68310625,15.727500021457672,153.7301646119903,85.76882671949355,193859.68438339233,1261.0386834144592,8,24,True,ok,V_8 generic,15.727500021457672,0.9737035372510069
light_V_8s_2026_05_20-0059_flat_0p3_late_bias_cal.fits,2461181.683298148,16.003833264112473,158.04413637911617,97.18220106638948,232460.90953826904,1470.8607029914856,8,29,True,ok,V_8 generic,16.003833264112473,1.0010275798671937
light_V_8s_2026_05_20-0060_flat_0p3_late_bias_cal.fits,2461181.683489236,16.278999745845795,161.13728665906828,100.26453402379543,201666.83404541016,1251.52184343338,8,26,True,ok,V_8 generic,16.278999745845795,1.0206191244182585
light_V_8s_2026_05_20-0061_flat_0p3_late_bias_cal.fits,2461181.683680787,16.55483342707157,158.73282705119894,98.54252095820796,210210.9133338928,1324.3064918518066,8,27,True,ok,V_8 generic,16.55483342707157,1.0053896420894732
light_V_8s_2026_05_20-0062_flat_0p3_late_bias_cal.fits,2461181.683872454,16.83083340525627,157.02514740614436,95.2698868980664,218861.63068008423,1393.7998740673063,8,27,True,ok,V_8 generic,16.83083340525627,0.9945734583230799
light_V_8s_2026_05_20-0063_flat_0p3_late_bias_cal.fits,2461181.6840641205,17.10683338344097,159.01221968959194,95.7560126672236,192489.86711883545,1210.5350613594055,8,22,True,ok,V_8 generic,17.10683338344097,1.0071592726689487
light_V_8s_2026_05_20-0064_flat_0p3_late_bias_cal.fits,2461181.684255671,17.382666394114494,158.91481871248163,93.6383471332339,217331.67095947263,1367.5985205173492,8,25,True,ok,V_8 generic,17.382666394114494,1.0065423496585337
light_V_8s_2026_05_20-0065_flat_0p3_late_bias_cal.fits,2461181.684446991,17.65816681087017,157.64094134428476,94.21838549452136,211296.21283721924,1340.3638105392456,8,27,True,ok,V_8 generic,17.65816681087017,0.9984738036931535
light_V_8s_2026_05_20-0066_flat_0p3_late_bias_cal.fits,2461181.684639352,17.935166582465172,159.04236794455173,95.00519023932924,184285.02447509769,1158.716553688049,8,23,True,ok,V_8 generic,17.935166582465172,1.0073502271414843
light_V_8s_2026_05_20-0067_flat_0p3_late_bias_cal.fits,2461181.6848310186,18.211166560649872,155.93789284176475,94.21231623849576,227276.5429058075,1457.4811725616455,8,28,True,ok,V_8 generic,18.211166560649872,0.9876869528808931
light_V_8s_2026_05_20-0068_flat_0p3_late_bias_cal.fits,2461181.6850228007,18.487332835793495,155.8296530614852,93.10977922837613,226374.03174209595,1452.7018914222715,8,27,True,ok,V_8 generic,18.487332835793495,0.9870013785357705
light_V_8s_2026_05_20-0069_flat_0p3_late_bias_cal.fits,2461181.685213773,18.762333020567898,156.19671672398664,90.34280447741604,224703.19215011597,1438.5910079479218,8,27,True,ok,V_8 generic,18.762333020567894,0.9893263040796678
light_V_8s_2026_05_20-0070_flat_0p3_late_bias_cal.fits,2461181.685405671,19.038666263222694,157.69356575932105,92.6286056389133,205259.9503326416,1301.638081073761,8,26,True,ok,V_8 generic,19.038666263222694,0.9988071187533171
light_V_8s_2026_05_20-0071_flat_0p3_late_bias_cal.fits,2461181.6855980325,19.31566670536995,154.9564608559998,93.66878261389228,234139.21131896973,1510.9999933242798,8,28,True,ok,V_8 generic,19.31566670536995,0.9814707115952446
light_V_8s_2026_05_20-0072_flat_0p3_late_bias_cal.fits,2461181.6857905095,19.592833444476128,157.45450665749885,90.99712509104988,221500.51607322693,1406.7588205337524,8,24,True,ok,V_8 generic,19.592833444476128,0.9972929546746938
light_V_8s_2026_05_20-0073_flat_0p3_late_bias_cal.fits,2461181.68598206,19.86866645514965,158.32834008428003,92.71829198061891,194727.6637039185,1229.897715091705,8,24,True,ok,V_8 generic,19.86866645514965,1.002827683013615
light_V_8s_2026_05_20-0074_flat_0p3_late_bias_cal.fits,2461181.686173727,20.14466643333435,161.70454085937644,96.95498073421857,233022.48516845703,1441.0385999679563,8,28,True,ok,V_8 generic,20.14466643333435,1.0242120264538128
